date, state, direction, 5d%, MA20, RSI, VIX, ATR, BBW, Score, Dist
2005-11-18, Steady Climb, 1, +1.10, +2.92, 79.6, 11.12, 0.0011, 0.06, [3, 2, 3], 1.73
2005-11-21, Steady Climb, 1, +1.71, +2.88, 86.2, 10.82, 0.0034, 0.06, [3, 2, 3], 1.73
2005-11-22, Steady Climb, 1, +2.62, +3.14, 85.0, 10.60, 0.0055, 0.07, [4, 2, 3], 2.45
2005-11-23, Steady Climb, 1, +2.79, +3.36, 84.8, 10.96, 0.0057, 0.07, [4, 2, 3], 2.45
2005-11-25, Steady Climb, 1, +2.05, +3.47, 85.4, 10.88, 0.0046, 0.07, [4, 2, 3], 2.45
2005-11-28, Steady Climb, 1, +0.74, +3.30, 72.8, 11.84, 0.0040, 0.06, [3, 2, 3], 1.73
2005-11-29, Steady Climb, 1, +0.21, +3.16, 77.0, 11.89, 0.0010, 0.06, [2, 2, 3], 1.41
2005-11-30, Steady Climb, 1, -0.93, +3.06, 68.5, 12.06, -0.0013, 0.06, [1, 2, 3], 1.73
2005-12-01, Steady Climb, 1, -0.07, +2.70, 70.4, 11.24, -0.0034, 0.06, [2, 2, 3], 1.41
2005-12-02, Steady Climb, 1, -0.25, +2.68, 69.1, 11.01, -0.0012, 0.06, [2, 2, 3], 1.41
2005-12-05, Steady Climb, 1, +0.37, +2.68, 67.4, 11.60, 0.0018, 0.05, [2, 2, 3], 1.41
2005-12-06, Steady Climb, 1, +0.49, +2.56, 72.2, 11.52, 0.0020, 0.05, [2, 2, 3], 1.41
2005-12-07, Steady Climb, 1, +0.63, +2.45, 65.9, 12.18, 0.0021, 0.05, [3, 2, 3], 1.73
2005-12-08, Steady Climb, 1, -0.70, +2.12, 59.0, 12.21, -0.0013, 0.04, [1, 1, 3], 1.41
2005-12-09, Steady Climb, 1, -0.45, +1.74, 57.9, 11.69, -0.0018, 0.04, [2, 1, 3], 1.00
2005-12-12, Steady Climb, 1, -0.13, +1.53, 54.3, 11.47, -0.0011, 0.04, [2, 1, 3], 1.00
2005-12-13, Steady Climb, 1, +0.30, +1.34, 54.7, 11.11, -0.0004, 0.04, [2, 1, 3], 1.00
2005-12-14, Steady Climb, 1, +1.22, +1.20, 55.4, 10.48, 0.0019, 0.03, [3, 1, 3], 1.41
2005-12-15, Steady Climb, 1, +1.20, +1.01, 52.1, 10.73, 0.0033, 0.02, [3, 1, 3], 1.41
2005-12-16, Steady Climb, 1, +0.63, +0.76, 58.4, 10.68, 0.0028, 0.02, [3, 1, 3], 1.41
2005-12-19, Steady Climb, 1, -0.04, +0.59, 51.9, 11.38, 0.0014, 0.02, [2, 1, 3], 1.00
2005-12-20, Steady Climb, 1, -0.62, +0.36, 58.7, 11.19, -0.0016, 0.02, [0, 1, 3], 2.24
2005-12-21, Steady Climb, 1, -0.78, +0.21, 48.0, 10.81, -0.0030, 0.02, [0, 0, 3], 2.45
2005-12-22, Steady Climb, 1, -0.22, +0.20, 53.0, 10.29, -0.0019, 0.02, [1, 1, 3], 1.41
2005-12-23, Steady Climb, 1, +0.11, +0.33, 56.8, 10.27, 0.0004, 0.02, [1, 1, 3], 1.41
2005-12-27, Steady Climb, 1, -0.27, +0.51, 43.9, 11.57, 0.0021, 0.02, [2, 0, 3], 1.41
2005-12-28, Steady Climb, 1, -0.12, +0.35, 50.7, 11.35, -0.0000, 0.02, [1, 1, 3], 1.41
2005-12-29, Steady Climb, 1, -0.66, +0.21, 48.7, 11.61, -0.0017, 0.02, [0, 0, 3], 2.45
2005-12-30, Orderly Decline, 3, -1.56, -0.12, 40.6, 12.07, -0.0030, 0.02, [-1, 0, 3], 2.45
2006-01-03, Trend Pullback, 2, +0.01, -0.29, 55.3, 11.14, -0.0034, 0.02, [-1, 1, 3], 3.00
2006-01-04, Steady Climb, 1, +1.35, -0.14, 54.0, 11.37, 0.0011, 0.02, [1, 1, 3], 1.41
2006-01-05, Steady Climb, 1, +1.22, +0.02, 50.5, 11.31, 0.0035, 0.02, [1, 1, 3], 1.41
2006-01-06, Steady Climb, 1, +2.47, +0.19, 58.9, 11.00, 0.0049, 0.03, [2, 1, 3], 1.00
2006-01-09, Steady Climb, 1, +3.35, +0.41, 63.9, 11.13, 0.0061, 0.03, [3, 1, 3], 1.41
2006-01-10, Steady Climb, 1, +1.65, +0.64, 69.8, 10.86, 0.0042, 0.04, [3, 2, 3], 1.73
2006-01-11, Steady Climb, 1, +1.63, +0.86, 71.7, 10.94, 0.0038, 0.04, [3, 2, 3], 1.73
2006-01-12, Steady Climb, 1, +0.99, +1.12, 63.8, 11.20, 0.0035, 0.04, [3, 1, 3], 1.41
2006-01-13, Steady Climb, 1, +0.17, +1.33, 62.1, 11.23, 0.0004, 0.04, [2, 1, 3], 1.00
2006-01-17, Steady Climb, 1, -0.56, +1.61, 58.4, 11.91, -0.0007, 0.04, [1, 1, 3], 1.41
2006-01-18, Steady Climb, 1, -0.91, +1.77, 63.8, 12.25, -0.0016, 0.04, [1, 1, 3], 1.41
2006-01-19, Steady Climb, 1, -0.71, +1.79, 66.2, 11.98, -0.0028, 0.04, [1, 2, 3], 1.73
2006-01-20, Steady Climb, 1, -1.91, +1.78, 53.4, 14.56, -0.0009, 0.04, [1, 1, 3], 1.41
2006-01-23, Steady Climb, 1, -1.85, +1.38, 57.8, 13.93, -0.0040, 0.04, [1, 1, 3], 1.41
2006-01-24, Steady Climb, 1, -1.25, +1.07, 48.8, 13.31, -0.0043, 0.04, [1, 0, 3], 1.73
2006-01-25, Steady Climb, 1, -1.04, +0.89, 44.5, 12.87, -0.0034, 0.04, [1, 0, 3], 1.73
2006-01-26, Steady Climb, 1, -0.87, +0.68, 50.2, 12.42, -0.0028, 0.04, [1, 1, 3], 1.41
2006-01-27, Steady Climb, 1, +1.76, +0.42, 49.0, 11.97, 0.0020, 0.04, [2, 0, 3], 1.41
2006-01-30, Steady Climb, 1, +1.69, +0.30, 47.0, 12.39, 0.0036, 0.04, [2, 0, 3], 1.41
2006-01-31, Steady Climb, 1, +1.04, +0.10, 44.5, 12.95, 0.0044, 0.03, [1, 0, 3], 1.73
2006-02-01, Steady Climb, 1, +1.41, -0.31, 43.2, 12.36, 0.0033, 0.03, [0, 0, 3], 2.45
2006-02-02, Orderly Decline, 3, -0.23, -0.42, 41.5, 13.23, 0.0011, 0.03, [-1, 0, 3], 2.45
2006-02-03, Orderly Decline, 3, -1.53, -0.63, 37.5, 12.96, -0.0023, 0.03, [-3, -2, 3], 2.45
2006-02-06, Orderly Decline, 3, -1.57, -0.94, 40.1, 13.04, -0.0041, 0.03, [-3, 0, 3], 2.45
2006-02-07, Orderly Decline, 3, -1.98, -1.03, 37.9, 13.59, -0.0039, 0.04, [-3, -2, 3], 2.45
2006-02-08, Orderly Decline, 3, -1.31, -1.17, 40.3, 12.83, -0.0048, 0.03, [-3, 0, 3], 2.45
2006-02-09, Orderly Decline, 3, -0.56, -1.10, 51.5, 13.12, -0.0016, 0.03, [-3, 1, 3], 3.00
2006-02-10, Orderly Decline, 3, +0.23, -0.95, 52.0, 12.87, 0.0000, 0.03, [-2, 1, 3], 2.83
2006-02-13, Orderly Decline, 3, -0.17, -0.84, 47.5, 13.35, 0.0010, 0.03, [-2, 0, 3], 2.24
2006-02-14, Trend Pullback, 2, +1.65, -0.73, 56.0, 12.25, 0.0014, 0.03, [-1, 1, 3], 3.00
2006-02-15, Steady Climb, 1, +1.13, -0.48, 53.6, 12.31, 0.0015, 0.03, [0, 1, 3], 2.24
2006-02-16, Steady Climb, 1, +2.03, -0.24, 53.3, 11.48, 0.0032, 0.03, [1, 1, 3], 1.41
2006-02-17, Steady Climb, 1, +1.60, +0.25, 51.2, 12.01, 0.0048, 0.03, [2, 1, 3], 1.00
2006-02-21, Steady Climb, 1, +1.60, +0.33, 51.7, 12.41, 0.0049, 0.03, [2, 1, 3], 1.00
2006-02-22, Steady Climb, 1, +1.34, +0.35, 55.5, 11.88, 0.0017, 0.03, [2, 1, 3], 1.00
2006-02-23, Steady Climb, 1, +0.61, +0.53, 59.9, 11.87, 0.0015, 0.03, [3, 1, 3], 1.41
2006-02-24, Steady Climb, 1, +0.00, +0.56, 65.8, 11.46, 0.0002, 0.04, [2, 2, 3], 1.41
2006-02-27, Steady Climb, 1, +0.53, +0.72, 67.3, 11.59, 0.0007, 0.04, [3, 2, 3], 1.73
2006-02-28, Steady Climb, 1, -0.18, +1.09, 64.8, 12.34, 0.0015, 0.04, [2, 1, 3], 1.00
2006-03-01, Steady Climb, 1, -0.11, +1.27, 64.7, 11.54, -0.0014, 0.04, [2, 1, 3], 1.00
2006-03-02, Steady Climb, 1, +0.10, +1.53, 64.5, 11.72, -0.0001, 0.04, [2, 1, 3], 1.00
2006-03-03, Steady Climb, 1, -0.17, +1.77, 61.8, 11.96, -0.0003, 0.04, [2, 1, 3], 1.00
2006-03-06, Steady Climb, 1, -1.23, +1.80, 58.5, 12.74, -0.0004, 0.04, [1, 1, 3], 1.41
2006-03-07, Steady Climb, 1, -0.37, +1.57, 50.2, 12.66, -0.0007, 0.04, [2, 1, 3], 1.00
2006-03-08, Steady Climb, 1, -0.99, +1.30, 49.0, 12.32, -0.0033, 0.03, [1, 0, 3], 1.73
2006-03-09, Steady Climb, 1, -1.31, +0.88, 38.6, 12.68, -0.0026, 0.03, [1, -2, 3], 3.32
2006-03-10, Steady Climb, 1, -0.45, +0.52, 46.5, 11.85, -0.0023, 0.03, [2, 0, 3], 1.41
2006-03-13, Steady Climb, 1, +0.46, +0.24, 50.7, 11.37, 0.0002, 0.02, [1, 1, 3], 1.41
2006-03-14, Steady Climb, 1, +1.69, +0.03, 52.8, 10.74, 0.0015, 0.02, [1, 1, 3], 1.41
2006-03-15, Steady Climb, 1, +1.92, -0.08, 58.9, 11.35, 0.0038, 0.02, [1, 1, 3], 1.41
2006-03-16, Steady Climb, 1, +2.60, +0.03, 59.2, 11.98, 0.0059, 0.03, [2, 1, 3], 1.00
2006-03-17, Steady Climb, 1, +2.02, +0.21, 57.9, 12.12, 0.0051, 0.03, [3, 1, 3], 1.41
2006-03-20, Steady Climb, 1, +1.63, +0.52, 67.0, 11.79, 0.0041, 0.03, [3, 2, 3], 1.73
2006-03-21, Steady Climb, 1, -0.02, +0.75, 54.3, 11.62, 0.0015, 0.03, [2, 1, 3], 1.00
2006-03-22, Steady Climb, 1, +0.16, +0.76, 60.6, 11.21, -0.0009, 0.03, [2, 1, 3], 1.00
2006-03-23, Steady Climb, 1, -0.28, +1.02, 59.5, 11.17, -0.0008, 0.03, [2, 1, 3], 1.00
2006-03-24, Steady Climb, 1, -0.33, +1.14, 68.0, 11.19, -0.0009, 0.04, [2, 2, 3], 1.41
2006-03-27, Steady Climb, 1, -0.27, +1.28, 69.0, 11.46, 0.0000, 0.04, [2, 2, 3], 1.41
2006-03-28, Steady Climb, 1, -0.31, +1.45, 60.0, 11.58, 0.0005, 0.04, [2, 1, 3], 1.00
2006-03-29, Steady Climb, 1, -0.16, +1.28, 69.9, 10.95, -0.0018, 0.04, [2, 2, 3], 1.41
2006-03-30, Steady Climb, 1, -0.11, +1.40, 63.4, 11.57, -0.0006, 0.04, [2, 1, 3], 1.00
2006-03-31, Steady Climb, 1, -0.62, +1.43, 57.4, 11.39, -0.0003, 0.04, [1, 1, 3], 1.41
2006-04-03, Steady Climb, 1, -0.29, +1.33, 50.3, 11.57, -0.0005, 0.03, [2, 1, 3], 1.00
2006-04-04, Steady Climb, 1, +0.98, +1.13, 52.2, 11.14, 0.0001, 0.03, [3, 1, 3], 1.41
2006-04-05, Steady Climb, 1, +0.67, +0.97, 54.5, 11.13, 0.0003, 0.03, [3, 1, 3], 1.41
2006-04-06, Steady Climb, 1, +0.68, +0.89, 51.3, 11.45, 0.0026, 0.02, [3, 1, 3], 1.41
2006-04-07, Steady Climb, 1, +0.05, +0.62, 44.0, 12.26, 0.0032, 0.02, [2, 0, 3], 1.41
2006-04-10, Steady Climb, 1, -0.09, +0.25, 49.6, 12.19, -0.0001, 0.02, [1, 0, 3], 1.73
2006-04-11, Orderly Decline, 3, -1.48, -0.08, 37.8, 13.00, -0.0027, 0.02, [-1, -2, 3], 2.45
2006-04-12, Orderly Decline, 3, -1.79, -0.36, 40.9, 12.76, -0.0048, 0.02, [-2, 0, 3], 2.24
2006-04-13, Orderly Decline, 3, -1.52, -0.52, 40.6, 12.38, -0.0039, 0.02, [-3, 0, 3], 2.45
2006-04-17, Orderly Decline, 3, -0.79, -0.60, 39.3, 12.58, -0.0017, 0.02, [-3, -2, 3], 2.45
2006-04-18, Trend Pullback, 2, +0.82, -0.69, 57.8, 11.40, -0.0015, 0.02, [-1, 1, 3], 3.00
2006-04-19, Steady Climb, 1, +1.82, -0.46, 54.2, 11.32, 0.0029, 0.02, [0, 1, 3], 2.24
2006-04-20, Steady Climb, 1, +1.81, -0.32, 56.9, 11.64, 0.0047, 0.03, [0, 1, 3], 2.24
2006-04-21, Steady Climb, 1, +1.72, -0.05, 60.7, 11.59, 0.0053, 0.03, [1, 1, 3], 1.41
2006-04-24, Steady Climb, 1, +1.77, +0.15, 56.7, 11.75, 0.0043, 0.03, [1, 1, 3], 1.41
2006-04-25, Steady Climb, 1, -0.42, +0.31, 47.2, 11.75, 0.0002, 0.03, [1, 0, 3], 1.73
2006-04-26, Steady Climb, 1, -0.35, +0.35, 45.8, 11.76, -0.0015, 0.03, [1, 0, 3], 1.73
2006-04-27, Steady Climb, 1, -0.13, +0.31, 50.5, 11.84, -0.0017, 0.03, [1, 1, 3], 1.41
2006-04-28, Steady Climb, 1, -0.05, +0.46, 62.1, 11.59, -0.0004, 0.03, [1, 1, 3], 1.41
2006-05-01, Steady Climb, 1, -0.22, +0.58, 56.4, 12.54, 0.0010, 0.03, [2, 1, 3], 1.00
2006-05-02, Steady Climb, 1, +0.88, +0.52, 70.7, 11.99, 0.0009, 0.03, [3, 2, 3], 1.73
2006-05-03, Steady Climb, 1, +0.21, +0.60, 64.7, 11.99, 0.0008, 0.03, [2, 1, 3], 1.00
2006-05-04, Steady Climb, 1, +0.19, +0.72, 66.2, 11.86, -0.0000, 0.03, [2, 2, 3], 1.41
2006-05-05, Steady Climb, 1, +1.16, +0.98, 75.0, 11.62, 0.0005, 0.03, [3, 2, 3], 1.73
2006-05-08, Steady Climb, 1, +1.49, +1.40, 64.5, 12.00, 0.0030, 0.03, [3, 1, 3], 1.41
2006-05-09, Steady Climb, 1, +0.91, +1.55, 63.1, 11.99, 0.0031, 0.04, [3, 1, 3], 1.41
2006-05-10, Steady Climb, 1, +1.13, +1.69, 59.7, 11.78, 0.0035, 0.04, [3, 1, 3], 1.41
2006-05-11, Steady Climb, 1, -0.48, +1.60, 46.4, 12.49, 0.0016, 0.03, [2, 0, 3], 1.41
2006-05-12, Steady Climb, 1, -2.60, +1.23, 40.3, 14.19, -0.0032, 0.03, [0, 0, 3], 2.45
2006-05-15, Steady Climb, 1, -2.28, +0.65, 45.7, 13.57, -0.0066, 0.03, [0, 0, 3], 2.45
2006-05-16, Orderly Decline, 3, -2.49, +0.04, 41.9, 13.35, -0.0072, 0.03, [-2, 0, 3], 2.24
2006-05-17, Orderly Decline, 3, -3.97, -0.26, 30.3, 16.26, -0.0057, 0.04, [-3, -2, 2], 1.73
2006-05-18, Orderly Decline, 3, -3.38, -0.82, 27.3, 16.99, -0.0056, 0.05, [-4, -2, 2], 2.45
2006-05-19, Orderly Decline, 3, -1.87, -1.40, 32.2, 17.18, -0.0066, 0.06, [-3, -2, 2], 1.73
2006-05-22, Orderly Decline, 3, -2.51, -1.85, 25.5, 17.72, -0.0068, 0.06, [-4, -2, 2], 2.45
2006-05-23, Orderly Decline, 3, -2.75, -2.35, 25.4, 18.26, -0.0050, 0.07, [-4, -2, 2], 2.45
2006-05-24, Orderly Decline, 3, -0.92, -2.95, 23.8, 17.36, -0.0022, 0.08, [-3, -2, 2], 1.73
2006-05-25, Orderly Decline, 3, +0.88, -3.41, 24.4, 15.50, -0.0013, 0.08, [-1, -2, 3], 2.45
2006-05-26, Orderly Decline, 3, +1.04, -3.52, 29.7, 14.26, 0.0006, 0.08, [-1, -2, 3], 2.45
2006-05-30, Orderly Decline, 3, -0.17, -3.45, 24.8, 18.66, 0.0042, 0.08, [-2, -2, 2], 1.41
2006-05-31, Orderly Decline, 3, +1.08, -3.72, 30.8, 16.44, 0.0022, 0.08, [-1, -2, 2], 1.73
2006-06-01, Steady Climb, 1, +2.16, -3.64, 42.6, 14.52, 0.0008, 0.08, [0, 0, 3], 2.45
2006-06-02, Orderly Decline, 3, +1.21, -3.36, 48.8, 14.32, 0.0012, 0.07, [-1, 0, 3], 2.45
2006-06-05, Orderly Decline, 3, -1.16, -2.95, 39.8, 16.65, 0.0033, 0.07, [-3, -2, 2], 1.73
2006-06-06, Orderly Decline, 3, +0.32, -2.61, 40.1, 17.34, 0.0023, 0.06, [-2, 0, 2], 1.41
2006-06-07, Orderly Decline, 3, -1.10, -2.21, 44.5, 17.80, -0.0026, 0.06, [-3, 0, 2], 1.73
2006-06-08, Orderly Decline, 3, -2.16, -1.83, 48.4, 18.35, -0.0066, 0.05, [-4, 0, 2], 2.45
2006-06-09, Orderly Decline, 3, -2.79, -1.36, 44.0, 18.12, -0.0056, 0.04, [-4, 0, 2], 2.45
2006-06-12, Orderly Decline, 3, -2.20, -1.14, 40.7, 20.96, -0.0026, 0.05, [-4, 0, 1], 2.24
2006-06-13, Orderly Decline, 3, -3.18, -1.28, 38.3, 23.81, -0.0046, 0.05, [-4, -2, 1], 2.24
2006-06-14, Orderly Decline, 3, -2.08, -1.48, 40.1, 21.46, -0.0069, 0.05, [-4, 0, 1], 2.24
2006-06-15, Orderly Decline, 3, -0.14, -1.52, 44.7, 15.90, -0.0067, 0.05, [-2, 0, 3], 2.24
2006-06-16, Orderly Decline, 3, -0.06, -1.45, 40.7, 17.25, 0.0000, 0.05, [-2, 0, 2], 1.41
2006-06-19, Orderly Decline, 3, +0.22, -1.55, 43.2, 17.83, 0.0049, 0.05, [-2, 0, 2], 1.41
2006-06-20, Orderly Decline, 3, +1.34, -1.71, 38.9, 16.69, 0.0044, 0.06, [-1, -2, 2], 1.73
2006-06-21, Orderly Decline, 3, +1.80, -1.92, 37.2, 15.52, 0.0003, 0.06, [-1, -2, 3], 2.45
2006-06-22, Orderly Decline, 3, -0.84, -2.00, 34.2, 15.88, -0.0016, 0.06, [-3, -2, 3], 2.45
2006-06-23, Orderly Decline, 3, -0.56, -2.15, 40.8, 15.89, 0.0000, 0.06, [-3, 0, 3], 2.45
2006-06-26, Orderly Decline, 3, +0.84, -2.06, 44.4, 15.62, 0.0011, 0.05, [-1, 0, 3], 2.45
2006-06-27, Orderly Decline, 3, -0.07, -1.72, 43.0, 16.40, 0.0011, 0.05, [-2, 0, 2], 1.41
2006-06-28, Orderly Decline, 3, -0.50, -1.83, 45.3, 15.79, -0.0017, 0.05, [-2, 0, 3], 2.24
2006-06-29, Steady Climb, 1, +2.19, -1.65, 56.9, 13.03, -0.0004, 0.05, [0, 1, 3], 2.24
2006-06-30, Steady Climb, 1, +2.07, -0.80, 62.1, 13.08, 0.0041, 0.04, [0, 1, 3], 2.24
2006-07-03, Steady Climb, 1, +2.37, +0.08, 71.4, 13.05, 0.0057, 0.05, [2, 2, 3], 1.41
2006-07-05, Steady Climb, 1, +2.56, +0.75, 65.1, 14.15, 0.0084, 0.05, [4, 2, 3], 2.45
2006-07-06, Steady Climb, 1, +2.25, +1.26, 58.0, 13.65, 0.0045, 0.05, [4, 1, 3], 2.24
2006-07-07, Steady Climb, 1, -0.58, +1.67, 56.0, 13.97, 0.0002, 0.05, [1, 1, 3], 1.41
2006-07-10, Steady Climb, 1, -0.23, +1.96, 62.8, 14.02, -0.0012, 0.05, [2, 1, 3], 1.00
2006-07-11, Steady Climb, 1, -0.61, +2.18, 64.5, 13.14, -0.0024, 0.05, [1, 1, 3], 1.41
2006-07-12, Steady Climb, 1, -0.97, +2.22, 52.8, 14.49, -0.0003, 0.05, [1, 1, 3], 1.41
2006-07-13, Steady Climb, 1, -2.50, +1.78, 48.7, 17.79, -0.0019, 0.04, [0, 0, 2], 2.24
2006-07-14, Steady Climb, 1, -2.31, +1.17, 46.8, 18.05, -0.0045, 0.05, [0, 0, 2], 2.24
2006-07-17, Steady Climb, 1, -2.59, +0.85, 43.5, 18.64, -0.0075, 0.05, [0, 0, 2], 2.24
2006-07-18, Orderly Decline, 3, -2.80, +0.48, 49.0, 17.74, -0.0079, 0.05, [-1, 0, 2], 1.73
2006-07-19, Steady Climb, 1, +0.10, -0.02, 55.3, 15.55, -0.0041, 0.05, [0, 1, 3], 2.24
2006-07-20, Steady Climb, 1, +0.55, -0.19, 39.6, 16.21, 0.0029, 0.05, [1, -2, 2], 3.16
2006-07-21, Orderly Decline, 3, +0.33, -0.35, 37.6, 17.40, 0.0041, 0.05, [-1, -2, 2], 1.73
2006-07-24, Steady Climb, 1, +2.14, -0.73, 42.7, 14.98, 0.0019, 0.05, [0, 0, 3], 2.45
2006-07-25, Steady Climb, 1, +2.59, -0.83, 49.2, 14.85, 0.0023, 0.05, [0, 0, 3], 2.45
2006-07-26, Orderly Decline, 3, +0.68, -0.74, 47.8, 14.62, 0.0024, 0.05, [-1, 0, 3], 2.45
2006-07-27, Orderly Decline, 3, +1.13, -0.87, 49.1, 14.94, 0.0053, 0.05, [-1, 0, 3], 2.45
2006-07-28, Steady Climb, 1, +3.08, -1.01, 54.1, 14.33, 0.0042, 0.05, [0, 1, 3], 2.24
2006-07-31, Trend Pullback, 2, +1.25, -0.53, 51.6, 14.95, 0.0023, 0.05, [-1, 1, 3], 3.00
2006-08-01, Steady Climb, 1, +0.16, -0.13, 54.9, 15.05, 0.0020, 0.05, [0, 1, 3], 2.24
2006-08-02, Steady Climb, 1, +0.71, +0.34, 65.1, 14.34, 0.0014, 0.05, [2, 2, 3], 1.41
2006-08-03, Steady Climb, 1, +1.35, +0.77, 69.5, 14.46, 0.0016, 0.05, [3, 2, 3], 1.73
2006-08-04, Steady Climb, 1, +0.06, +1.28, 70.0, 14.34, 0.0003, 0.05, [2, 2, 3], 1.41
2006-08-07, Steady Climb, 1, -0.07, +1.63, 67.1, 15.23, 0.0012, 0.05, [2, 2, 3], 1.41
2006-08-08, Steady Climb, 1, +0.04, +1.94, 56.1, 15.23, 0.0009, 0.05, [2, 1, 3], 1.00
2006-08-09, Steady Climb, 1, -0.90, +2.25, 59.4, 15.20, -0.0013, 0.05, [1, 1, 3], 1.41
2006-08-10, Steady Climb, 1, -0.66, +2.27, 68.2, 14.46, -0.0029, 0.05, [1, 2, 3], 1.73
2006-08-11, Steady Climb, 1, -0.99, +2.10, 54.1, 14.30, -0.0020, 0.04, [1, 1, 3], 1.41
2006-08-14, Steady Climb, 1, -0.59, +1.72, 49.5, 14.26, -0.0014, 0.04, [1, 0, 3], 1.73
2006-08-15, Steady Climb, 1, +1.11, +1.29, 60.5, 13.42, -0.0004, 0.03, [3, 1, 3], 1.41
2006-08-16, Steady Climb, 1, +2.33, +1.10, 68.7, 12.41, 0.0028, 0.04, [4, 2, 3], 2.45
2006-08-17, Steady Climb, 1, +2.02, +1.33, 63.0, 12.24, 0.0051, 0.04, [4, 1, 3], 2.24
2006-08-18, Steady Climb, 1, +2.81, +1.37, 66.9, 11.64, 0.0068, 0.04, [4, 2, 3], 2.45
2006-08-21, Steady Climb, 1, +2.31, +1.27, 67.7, 12.22, 0.0062, 0.04, [4, 2, 3], 2.45
2006-08-22, Steady Climb, 1, +1.03, +1.33, 65.3, 12.19, 0.0024, 0.04, [3, 2, 3], 1.73
2006-08-23, Steady Climb, 1, -0.19, +1.48, 58.7, 12.40, 0.0005, 0.04, [2, 1, 3], 1.00
2006-08-24, Steady Climb, 1, -0.11, +1.49, 61.2, 12.40, -0.0010, 0.04, [2, 1, 3], 1.00
2006-08-25, Steady Climb, 1, -0.55, +1.43, 63.4, 12.31, -0.0013, 0.04, [1, 1, 3], 1.41
2006-08-28, Steady Climb, 1, +0.33, +1.55, 70.3, 12.18, -0.0006, 0.04, [2, 2, 3], 1.41
2006-08-29, Steady Climb, 1, +0.42, +1.71, 76.8, 12.28, 0.0006, 0.04, [2, 2, 3], 1.41
2006-08-30, Steady Climb, 1, +0.96, +1.78, 75.1, 12.22, 0.0022, 0.04, [3, 2, 3], 1.73
2006-08-31, Steady Climb, 1, +0.60, +1.91, 79.3, 12.31, 0.0021, 0.04, [3, 2, 3], 1.73
2006-09-01, Steady Climb, 1, +1.23, +2.03, 81.0, 11.96, 0.0016, 0.05, [3, 2, 3], 1.73
2006-09-05, Steady Climb, 1, +0.88, +2.20, 75.7, 12.63, 0.0014, 0.05, [3, 2, 3], 1.73
2006-09-06, Steady Climb, 1, -0.31, +2.29, 54.2, 13.74, 0.0018, 0.04, [2, 1, 3], 1.00
2006-09-07, Steady Climb, 1, -0.87, +2.08, 47.2, 13.88, -0.0001, 0.04, [1, 0, 3], 1.73
2006-09-08, Steady Climb, 1, -0.38, +1.65, 47.2, 13.16, -0.0023, 0.04, [2, 0, 3], 1.41
2006-09-11, Steady Climb, 1, -0.87, +1.33, 51.8, 12.99, -0.0033, 0.03, [1, 1, 3], 1.41
2006-09-12, Steady Climb, 1, -0.02, +0.91, 60.2, 11.92, -0.0022, 0.02, [2, 1, 3], 1.00
2006-09-13, Steady Climb, 1, +1.37, +0.65, 68.3, 11.18, 0.0024, 0.02, [3, 2, 3], 1.73
2006-09-14, Steady Climb, 1, +1.72, +0.67, 65.0, 11.55, 0.0047, 0.02, [3, 2, 3], 1.73
2006-09-15, Steady Climb, 1, +1.60, +0.77, 67.6, 11.76, 0.0040, 0.03, [3, 2, 3], 1.73
2006-09-18, Steady Climb, 1, +1.67, +0.92, 65.0, 11.78, 0.0033, 0.03, [3, 2, 3], 1.73
2006-09-19, Steady Climb, 1, +0.35, +1.14, 60.2, 11.98, 0.0014, 0.03, [2, 1, 3], 1.00
2006-09-20, Steady Climb, 1, +0.54, +1.20, 63.8, 11.39, 0.0003, 0.03, [3, 1, 3], 1.41
2006-09-21, Steady Climb, 1, +0.13, +1.36, 59.2, 12.25, 0.0012, 0.03, [2, 1, 3], 1.00
2006-09-22, Steady Climb, 1, -0.37, +1.28, 52.6, 12.59, 0.0001, 0.03, [2, 1, 3], 1.00
2006-09-25, Steady Climb, 1, +0.39, +1.17, 57.9, 12.12, -0.0009, 0.03, [2, 1, 3], 1.00
2006-09-26, Steady Climb, 1, +1.42, +1.18, 72.5, 11.53, 0.0005, 0.03, [3, 2, 3], 1.73
2006-09-27, Steady Climb, 1, +0.86, +1.40, 78.8, 11.58, 0.0023, 0.04, [3, 2, 3], 1.73
2006-09-28, Steady Climb, 1, +1.58, +1.60, 78.0, 11.72, 0.0044, 0.04, [3, 2, 3], 1.73
2006-09-29, Steady Climb, 1, +1.60, +1.81, 74.6, 11.98, 0.0044, 0.04, [3, 2, 3], 1.73
2006-10-02, Steady Climb, 1, +0.37, +1.89, 64.1, 12.57, 0.0016, 0.04, [2, 1, 3], 1.00
2006-10-03, Steady Climb, 1, -0.17, +1.98, 62.8, 12.24, -0.0008, 0.04, [2, 1, 3], 1.00
2006-10-04, Steady Climb, 1, +1.02, +2.11, 72.0, 11.86, -0.0009, 0.04, [3, 2, 3], 1.73
2006-10-05, Steady Climb, 1, +1.07, +2.24, 71.9, 11.98, 0.0015, 0.04, [3, 2, 3], 1.73
2006-10-06, Steady Climb, 1, +1.03, +2.23, 68.1, 11.56, 0.0040, 0.04, [3, 2, 3], 1.73
2006-10-09, Steady Climb, 1, +1.45, +2.17, 71.7, 11.68, 0.0041, 0.04, [3, 2, 3], 1.73
